hotel,price,score,avg review,reviews count,address,room_type,bed_type,extra_charges,hotel_rating,number_of_nights,number_of_adult,actual_price,breakfast_included,free_cancellation,checkin,checkout,amenities
LetsBunk Poshtel & Suites,"₹ 4,320",7.5,Good,763,"Hauz Khas, New Delhi",Queen Room,1 double bed,+₹ 518 taxes and charges,4,1 night, 2 adults,"₹ 4,320",True,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free WiFi, Parking, Family rooms, 24-hour front desk, Bar, Breakfast"
"ITC Maurya, a Luxury Collection Hotel, New Delhi","₹ 17,000",8.0,Very good,"1,292","Chanakyapuri, New Delhi",Executive Queen Room - Club Level,1 large double bed,"+₹ 3,060 taxes and charges",5,1 night, 2 adults,"₹ 17,000",True,True,2023-06-06,2023-06-07,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Free WiFi, Bar, Very good breakfast"
SPOT ON Agrah Hotel,₹ 714,NA,NA,NA,Bulandshahr,Classic Triple Room,1 large double bed,+₹ 110 taxes and charges,3,1 night, 2 adults,"₹ 1,458",False,True,2023-06-06,2023-06-07,Free WiFi
Iora Guest House,"₹ 1,300",9.2,Superb,122,Bharatpur,Double or Twin Room with Bathroom,1 double bed,+₹ 156 taxes and charges,3,1 night, 2 adults,"₹ 1,300",False,True,2023-06-06,2023-06-07,"Free WiFi, Free parking, Airport shuttle, Restaurant, Room service, Non-smoking rooms, Facilities for disabled guests, Good breakfast"
"Hotel Bricks, Karol Bagh, New Delhi","₹ 2,429",7.9,Good,492,"Karol bagh, New Delhi",Standard Double Room,1 large double bed,+₹ 292 taxes and charges,3,1 night, 2 adults,"₹ 4,049",False,True,2023-06-06,2023-06-07,"Airport shuttle (free), Non-smoking rooms, Room service, Free WiFi, 24-hour front desk, Terrace, Air conditioning, Breakfast"
"3 BHK Floor in Dwarka, New Delhi, Near Airport.","₹ 7,000",NA,NA,NA,"Dwarka, New Delhi",Three-Bedroom Apartment,"6 beds (3 doubles, 3 sofa beds)",+₹ 840 taxes and charges,0,1 night, 2 adults,"₹ 7,000",False,True,2023-06-06,2023-06-07,"Free WiFi, Free parking, Terrace, Air conditioning"
Flagship Hotel Yellow Town,₹ 911,NA,NA,NA,Bulandshahr,Classic Triple Room,1 large double bed,+₹ 141 taxes and charges,3,1 night, 2 adults,"₹ 1,859",False,True,2023-06-06,2023-06-07,Room service
ROYAL LALIT Grand Hotel,"₹ 2,699",8.5,Very good,24,Karnal,Deluxe Double Room,1 double bed,+₹ 324 taxes and charges,0,1 night, 2 adults,"₹ 2,699",True,True,2023-06-06,2023-06-07,"Free parking, Non-smoking rooms, Room service, Free WiFi, Family rooms, Tea/coffee maker in all rooms"
"Crowne Plaza Today Gurugram, an IHG Hotel","₹ 9,360",8.4,Very good,"1,055","City Center - Sector 29, Gurgaon",Superior Double Room - Smoking,1 double bed,"+₹ 1,685 taxes and charges",5,1 night, 2 adults,"₹ 9,360",False,False,2023-06-06,2023-06-07,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Free WiFi, Bar, Very good breakfast"
Hotel Pearl - Mahipalpur Delhi Airport Fully Vaccinated Staff,"₹ 1,848",8.3,Very good,471,"Mahipalpur, New Delhi",Small Double Room,1 double bed,+₹ 222 taxes and charges,3,1 night, 2 adults,"₹ 6,160",False,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free WiFi, Free parking, Facilities for disabled guests, Family rooms, Tea/coffee maker in all rooms, Good breakfast"
HOTEL GEESON -New Delhi Railway Station -Paharganj,"₹ 1,688",7.3,Good,192,"Paharganj, New Delhi",Deluxe Double Room,1 extra-large double bed,+₹ 202 taxes and charges,3,1 night, 2 adults,"₹ 2,250",False,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Free WiFi, Free parking, Family rooms, Tea/coffee maker in all rooms, Bar, Good breakfast"
SaltStayz Golf Course Road,"₹ 2,228",8.4,Very good,165,"Golf Course Road, Gurgaon",Deluxe Double Room,1 double bed,+₹ 267 taxes and charges,4,1 night, 2 adults,"₹ 2,970",True,True,2023-06-06,2023-06-07,"Room service, Free WiFi, Free parking, 24-hour front desk, Fabulous breakfast"
Hotel M2M Sonipat,"₹ 1,714",1.0,Review score,1,Sonīpat,Deluxe King Room,1 extra-large double bed,+₹ 206 taxes and charges,5,1 night, 2 adults,"₹ 2,016",False,True,2023-06-06,2023-06-07,"Free WiFi, Free parking, Family rooms, Room service, Non-smoking rooms, Breakfast"
FabExpress The Paradise,"₹ 1,704",7.3,Good,15,"South Delhi, New Delhi",Deluxe Room,1 double bed,+₹ 204 taxes and charges,3,1 night, 2 adults,"₹ 4,056",False,True,2023-06-06,2023-06-07,NA
The Angel Hotel & Suites,"₹ 3,500",8.0,Very good,99,Gurgaon,Superior Double Room,1 extra-large double bed,+₹ 420 taxes and charges,3,1 night, 2 adults,"₹ 3,500",True,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Room service, Free WiFi, Free parking, Facilities for disabled guests, Family rooms, 24-hour front desk, Tea/coffee maker in all rooms, Superb breakfast"
Green Serene Abode,"₹ 2,500",9.4,Superb,19,Meerut,Deluxe Double Room with Extra Bed,"2 beds (1 large double, 1 futon)",+₹ 550 taxes and charges,0,1 night, 2 adults,"₹ 2,500",True,True,2023-06-06,2023-06-07,"Free WiFi, Free parking, Airport shuttle, Family rooms, Room service, Non-smoking rooms, Facilities for disabled guests, Breakfast"
Flagship Hotel Signature Village,₹ 938,1.0,Review score,3,New Delhi,Standard Double Room,1 large double bed,+₹ 137 taxes and charges,3,1 night, 2 adults,"₹ 1,443",False,True,2023-06-06,2023-06-07,"Daily housekeeping, Air conditioning"
Hotel City Empire,"₹ 2,700",8.0,Very good,"1,695","Paharganj, New Delhi",Superior Double/Twin,Beds: 1 double or 2 singles,+₹ 324 taxes and charges,3,1 night, 2 adults,"₹ 3,000",True,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Restaurant, Free WiFi, Free parking, Facilities for disabled guests, Tea/coffee maker in all rooms, Good breakfast"
The Lalit Mangar,"₹ 13,500",4.4,Review score,7,Faridabad,Garden View Suite,1 extra-large double bed,"+₹ 2,430 taxes and charges",5,1 night, 2 adults,"₹ 13,500",True,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Free WiFi, Free parking, Facilities for disabled guests, Breakfast"
Hotel City Star,"₹ 4,500",8.4,Very good,979,"Paharganj, New Delhi",Deluxe Double Room,1 double bed,+₹ 540 taxes and charges,3,1 night, 2 adults,"₹ 6,000",True,True,2023-06-06,2023-06-07,"Non-smoking rooms, Room service, Fitness centre, Restaurant, Free WiFi, Free parking, 24-hour front desk, Terrace, Laundry, Very good breakfast"
NUO By juSTa,"₹ 7,312",7.2,Good,186,"Kailash Colony, New Delhi",Standard King Room,1 extra-large double bed,+₹ 877 taxes and charges,4,1 night, 2 adults,"₹ 9,749",False,True,2023-06-06,2023-06-07,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Free WiFi, 24-hour front desk, Air conditioning, Breakfast"
SPOT ON Spotlight Inn Hotel And Restaurant,₹ 815,NA,NA,NA,Muzaffarnagar,Classic Triple Room,1 large double bed,+₹ 130 taxes and charges,3,1 night, 2 adults,"₹ 1,482",False,True,2023-06-06,2023-06-07,Room service
Hotel Omega - Gurgaon Central,"₹ 4,049",7.8,Good,112,"Sector 40 - 44, Gurgaon",Business Double Room with Gym Access,Multiple bed types,+₹ 486 taxes and charges,4,1 night, 2 adults,"₹ 4,049",False,False,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Restaurant, Free WiFi, Free parking, Facilities for disabled guests, Tea/coffee maker in all rooms, Breakfast"
Hotel King plaza Near IGI Airport Delhi,₹ 936,7.5,Good,459,"South West, New Delhi",Deluxe King Room,1 extra-large double bed,+₹ 112 taxes and charges,3,1 night, 2 adults,"₹ 2,339",True,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Restaurant, Free WiFi, Facilities for disabled guests, Tea/coffee maker in all rooms, Bar, Fabulous breakfast"
The Hosteller Delhi,"₹ 2,124",8.4,Very good,"1,135","New Friends Colony, New Delhi","Deluxe Double Room (Double Room with Attached Bathroom, 02 Hrs Early Check-in {Subject to availability}, High Speed WiFi and 10% off on F&B)",1 double bed,+₹ 255 taxes and charges,3,1 night, 2 adults,"₹ 3,540",False,True,2023-06-06,2023-06-07,"Non-smoking rooms, Restaurant, Free WiFi, Free parking, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Good breakfast"
FabHotel Aashraye,"₹ 2,551",7.6,Good,339,"South Delhi, New Delhi",(Sanitised) Deluxe Room,1 extra-large double bed,+₹ 306 taxes and charges,3,1 night, 2 adults,"₹ 4,813",False,True,2023-06-06,2023-06-07,"Non-smoking rooms, Room service, Free WiFi, Free parking, Family rooms, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Breakfast"
Palasa Hotel,"₹ 4,700",9.1,Superb,13,Muzaffarnagar,King Room,1 double bed,+₹ 564 taxes and charges,0,1 night, 2 adults,"₹ 4,700",False,True,2023-06-06,2023-06-07,"Free parking, Free WiFi, Non-smoking rooms, Room service, Restaurant, Family rooms, Tea/coffee maker in all rooms"
Park Plaza Gurgaon,"₹ 8,303",7.4,Good,"1,347","City Center - Sector 29, Gurgaon","Grand Plaza Room, 50% Discount on Lunch and Dinner Buffet only at New Town Cafe",Beds: 1 double or 2 singles,"+₹ 1,494 taxes and charges",5,1 night, 2 adults,"₹ 8,303",True,False,2023-06-06,2023-06-07,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Restaurant, Free WiFi, Tea/coffee maker in all rooms, Bar, Breakfast"
Hotel Palm Greens,"₹ 3,330",7.0,Good,26,"Saket, New Delhi",Standard Room,1 extra-large double bed,+₹ 400 taxes and charges,3,1 night, 2 adults,"₹ 3,700",False,True,2023-06-06,2023-06-07,"Non-smoking rooms, Room service, Restaurant, Free WiFi, Free parking, Facilities for disabled guests, Family rooms, 24-hour front desk, Tea/coffee maker in all rooms, Good breakfast"
bloomrooms @ Janpath,"₹ 7,000",7.9,Good,870,"Connaught Place, New Delhi",Standard King Room,1 extra-large double bed,+₹ 840 taxes and charges,4,1 night, 2 adults,"₹ 7,000",False,True,2023-06-06,2023-06-07,"Non-smoking rooms, Restaurant, Free WiFi, Free parking, Family rooms, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Good breakfast"
Hotel Cottage Yes Please Near New Delhi Railway Station,"₹ 3,599",7.2,Good,437,"Paharganj, New Delhi",Deluxe Double Room,1 single bed,+₹ 432 taxes and charges,4,1 night, 2 adults,"₹ 3,599",False,True,2023-06-06,2023-06-07,"Non-smoking rooms, Room service, Free WiFi, Free parking, Family rooms, 24-hour front desk, Daily housekeeping, Air conditioning, Tea/coffee maker in all rooms"
Hotel The Luxem at Golf Course Road,"₹ 2,700",8.6,Fabulous,80,Gurgaon,Standard Double Room,1 extra-large double bed,+₹ 324 taxes and charges,3,1 night, 2 adults,"₹ 5,399",False,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free WiFi, Free parking, 24-hour front desk, Tea/coffee maker in all rooms, Superb breakfast"
R C Palace Hotel,"₹ 10,000",7.2,Good,21,Bhiwadi,Executive Suite,1 extra-large double bed,"+₹ 1,800 taxes and charges",3,1 night, 2 adults,"₹ 10,000",True,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free WiFi, Free parking, Family rooms, Good breakfast"
Radisson Blu MBD Hotel Noida,"₹ 11,700",8.4,Very good,790,Noida,Deluxe Double or Twin Room,1 double bed,"+₹ 2,106 taxes and charges",5,1 night, 2 adults,"₹ 13,000",False,True,2023-06-06,2023-06-07,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Tea/coffee maker in all rooms, Bar, Very good breakfast"
Hotel Nitya Maharani 'NEW DELHI',"₹ 2,741",8.1,Very good,"1,747","Paharganj, New Delhi",Deluxe Double Room,Multiple bed types,+₹ 329 taxes and charges,3,1 night, 2 adults,"₹ 3,916",False,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Room service, Free WiFi, Free parking, Facilities for disabled guests, Family rooms, 24-hour front desk, Tea/coffee maker in all rooms, Fabulous breakfast"
OYO 93225 Hotel Perfect 10,₹ 834,NA,NA,NA,Bulandshahr,Classic Triple Room,1 large double bed,+₹ 132 taxes and charges,3,1 night, 2 adults,"₹ 1,283",False,True,2023-06-06,2023-06-07,
FabHotel Well Stay,"₹ 1,536",8.3,Very good,3,Noida,Deluxe Room,1 double bed,+₹ 184 taxes and charges,3,1 night, 2 adults,"₹ 3,339",False,True,2023-06-06,2023-06-07,"Non-smoking rooms, Room service, Free WiFi, Family rooms, Breakfast"
Hotel Olivia Inn At Delhi Airport,"₹ 1,500",8.5,Very good,948,"Mahipalpur, New Delhi",Small Double Room,1 extra-large double bed,+₹ 180 taxes and charges,3,1 night, 2 adults,"₹ 2,999",False,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free WiFi, Free parking, Family rooms, 24-hour front desk, Laundry, Fabulous breakfast"
Hotel Bay Laurel Retreat,"₹ 3,325",7.4,Good,16,Faridabad,Deluxe Room,1 large double bed,+₹ 399 taxes and charges,4,1 night, 2 adults,"₹ 3,500",False,True,2023-06-06,2023-06-07,"Non-smoking rooms, Room service, Restaurant, Free parking, Family rooms, Breakfast"
FabHotel Marble Arch,"₹ 2,414",8.1,Very good,983,"Karol bagh, New Delhi",Deluxe Room,1 double bed,+₹ 290 taxes and charges,3,1 night, 2 adults,"₹ 5,248",False,True,2023-06-06,2023-06-07,"Room service, Restaurant, Free WiFi, Free parking, Family rooms, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
DoubleTree by Hilton Gurugram Baani Square,"₹ 8,699",7.5,Good,876,Gurgaon,Superior King Room,1 extra-large double bed,"+₹ 1,566 taxes and charges",5,1 night, 2 adults,"₹ 8,699",False,True,2023-06-06,2023-06-07,"Outdoor swimming pool, Airport shuttle (free), Non-smoking rooms, Room service, Fitness centre, Restaurant, Free WiFi, Tea/coffee maker in all rooms, Bar, Good breakfast"
Minimalist Poshtel & Suites,"₹ 3,600",7.5,Good,802,"Hauz Khas, New Delhi",Twin Room with Balcony,1 bunk bed,+₹ 432 taxes and charges,0,1 night, 2 adults,"₹ 3,600",True,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free WiFi, Parking, Family rooms, 24-hour front desk, Bar, Good breakfast"
Radisson Noida,"₹ 9,520",7.5,Good,654,Noida,Deluxe Double or Twin Room with 15% discount on Food and Soft beverage,Beds: 1 double or 2 singles,"+₹ 1,714 taxes and charges",5,1 night, 2 adults,"₹ 9,520",False,True,2023-06-06,2023-06-07,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Tea/coffee maker in all rooms, Bar, Good breakfast"
Hotel Krishna - By RCG Hotels,"₹ 2,106",7.9,Good,637,"Paharganj, New Delhi",Deluxe Double or Twin Room,Beds: 1 double or 2 singles,+₹ 253 taxes and charges,3,1 night, 2 adults,"₹ 5,400",False,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free WiFi, Free parking, Facilities for disabled guests, Family rooms, Tea/coffee maker in all rooms, Good breakfast"
Lime Tree Two BHK Service Apartment Golf Course Road Gurgaon,"₹ 6,299",9.0,Superb,36,Gurgaon,Two-Bedroom Apartment,"3 beds (2 doubles, 1 sofa bed)",+₹ 756 taxes and charges,3,1 night, 2 adults,"₹ 6,299",True,True,2023-06-06,2023-06-07,"Non-smoking rooms, Free WiFi, Free parking, Family rooms, 24-hour front desk, Breakfast"
Radisson Hotel Sector 29 Gurugram,"₹ 8,747",7.4,Good,20,"Sector 40 - 44, Gurgaon",Standard Room with 20% discount on food & soft beverages,Multiple bed types,"+₹ 1,575 taxes and charges",5,1 night, 2 adults,"₹ 9,719",False,False,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Restaurant, Free WiFi, Free parking, Facilities for disabled guests, Bar, Breakfast"
FabHotel Cabana,"₹ 3,073",7.0,Good,215,"Greater Kailash 1, New Delhi",Deluxe Double Room,1 double bed,+₹ 369 taxes and charges,3,1 night, 2 adults,"₹ 6,681",True,True,2023-06-06,2023-06-07,"Non-smoking rooms, Room service, Restaurant, Free WiFi, Free parking, Family rooms, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
"Country Inn & Suites by Radisson, Gurugram Sector 12","₹ 11,699",7.3,Good,"1,598","Sector 14, Gurgaon",Standard Room with 15% off on food & soft beverages,2 single beds,"+₹ 2,106 taxes and charges",4,1 night, 2 adults,"₹ 11,699",True,False,2023-06-06,2023-06-07,"Airport shuttle, Spa and wellness centre, Room service, Fitness centre, Restaurant, Free WiFi, Free parking, Tea/coffee maker in all rooms, Bar, Good breakfast"
B Nineteen,"₹ 5,891",8.9,Fabulous,214,"South Delhi, New Delhi",King Room with Balcony,1 extra-large double bed,+₹ 707 taxes and charges,0,1 night, 2 adults,"₹ 5,891",False,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Room service, Free WiFi, Family rooms, 24-hour front desk, Terrace, Garden, Laundry, Very good breakfast"
Bloomrooms @ Link Road,"₹ 5,000",8.1,Very good,499,"South Delhi, New Delhi",Standard Queen Room,1 large double bed,+₹ 600 taxes and charges,3,1 night, 2 adults,"₹ 5,000",False,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Restaurant, Free WiFi, 24-hour front desk, Air conditioning, Breakfast"
FabHotel Satyam International,"₹ 1,976",8.0,Very good,4,Noida,Deluxe Room,1 double bed,+₹ 237 taxes and charges,3,1 night, 2 adults,"₹ 4,295",False,True,2023-06-06,2023-06-07,"Non-smoking rooms, Room service, Free WiFi, Family rooms, Breakfast"
FabHotel Premium Nest,"₹ 1,592",8.3,Very good,593,"Sushant Lok, Gurgaon",Deluxe Room,1 double bed,+₹ 191 taxes and charges,3,1 night, 2 adults,"₹ 3,461",True,True,2023-06-06,2023-06-07,"Room service, Restaurant, Free WiFi, Facilities for disabled guests, Family rooms, 24-hour front desk"
Hotel Quadis - Noida sec 15,"₹ 1,530",9.2,Superb,36,Noida,Deluxe Double Room (2 Adults + 1 Child),1 double bed,+₹ 184 taxes and charges,3,1 night, 2 adults,"₹ 1,700",False,True,2023-06-06,2023-06-07,"Non-smoking rooms, Room service, Free WiFi, Free parking, Family rooms"
OYO Flagship 81172 Hotel Sai Ram,"₹ 1,710",NA,NA,NA,New Delhi,Classic Triple Room,1 large double bed,+₹ 237 taxes and charges,3,1 night, 2 adults,"₹ 1,710",False,True,2023-06-06,2023-06-07,Air conditioning
Posh Residency Artemis Hospital Road Gurgaon,"₹ 2,199",7.8,Good,131,"Sector 40 - 44, Gurgaon",Deluxe Double Room with Balcony,1 large double bed,+₹ 264 taxes and charges,4,1 night, 2 adults,"₹ 2,199",False,True,2023-06-06,2023-06-07,"Non-smoking rooms, Room service, Restaurant, Free WiFi, Free parking, Facilities for disabled guests, Family rooms, 24-hour front desk, Tea/coffee maker in all rooms, Superb breakfast"
"Country Inn & Suites By Radisson, Sahibabad","₹ 10,799",7.8,Good,620,Ghaziabad,Standard Room,NA,"+₹ 1,944 taxes and charges",5,1 night, 2 adults,"₹ 10,799",True,True,2023-06-06,2023-06-07,"Outdoor swimming pool, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Free WiFi, Free parking, Bar, Very good breakfast"
"The Connaught, New Delhi- IHCL SeleQtions","₹ 8,500",8.7,Fabulous,"1,062","Connaught Place, New Delhi","Superior Room, King Bed, City View, 10% disc on food and soft beverage Happy hours (one plus one) from 17:30hrs to 19:30hrs (except on 14th February)",1 extra-large double bed,"+₹ 1,530 taxes and charges",4,1 night, 2 adults,"₹ 8,500",False,True,2023-06-06,2023-06-07,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Restaurant, Free WiFi, Tea/coffee maker in all rooms, Bar, Fabulous breakfast"
Staybook Hotel Pinky Villa - A Unit of JYOTI MAHAL,"₹ 2,200",7.8,Good,"1,458","Paharganj, New Delhi",Standard Heritage Room,1 double bed,+₹ 264 taxes and charges,4,1 night, 2 adults,"₹ 4,999",False,True,2023-06-06,2023-06-07,"Airport shuttle, Room service, Restaurant, Free WiFi, Free parking, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Good breakfast"
The Suncourt Hotel Yatri,"₹ 2,800",8.1,Very good,293,"Karol bagh, New Delhi",Deluxe Double or Twin Room,Beds: 1 double or 2 singles,+₹ 336 taxes and charges,3,1 night, 2 adults,"₹ 2,800",False,True,2023-06-06,2023-06-07,"Non-smoking rooms, Room service, Restaurant, Free WiFi, Free parking, Family rooms, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Good breakfast"
Treebo Trend Galaxy Rooms,"₹ 1,871",6.8,Review score,67,"Dwarka, New Delhi",Standard Double Room,1 extra-large double bed,+₹ 225 taxes and charges,3,1 night, 2 adults,"₹ 4,252",True,True,2023-06-06,2023-06-07,"Non-smoking rooms, Room service, Free WiFi, Free parking, Family rooms, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
New Delhi YMCA Tourist Hostel,"₹ 3,850",6.5,Review score,946,"Connaught Place, New Delhi",Standard Double or Twin Room,1 double bed,+₹ 462 taxes and charges,0,1 night, 2 adults,"₹ 7,700",True,True,2023-06-06,2023-06-07,"Non-smoking rooms, Room service, Fitness centre, Restaurant, Free WiFi, Free parking, Facilities for disabled guests, 24-hour front desk, Garden, Breakfast"
"Taj Mahal, New Delhi","₹ 21,000",8.7,Fabulous,202,"Central Delhi, New Delhi",Luxury Room City View Twin Bed(Renovated),1 single bed,"+₹ 3,780 taxes and charges",5,1 night, 2 adults,"₹ 21,000",False,True,2023-06-06,2023-06-07,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Fitness centre, Restaurant, Free WiFi, Bar, Fabulous breakfast"
Hotel Arch - Near Aerocity New Delhi,"₹ 2,861",7.7,Good,645,"Mahipalpur, New Delhi",Deluxe Room,Multiple bed types,+₹ 343 taxes and charges,4,1 night, 2 adults,"₹ 5,299",False,True,2023-06-06,2023-06-07,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Free WiFi, Free parking, Facilities for disabled guests, 24-hour front desk, Tea/coffee maker in all rooms, Fabulous breakfast"
ZEN Studios - DLF CyberCity Gurgaon,"₹ 3,790",8.7,Fabulous,165,"DLF Cyber City, Gurgaon",Standard Studio,Entire studio • 1 bathroom • 1 kitchen • 29m²,+₹ 455 taxes and charges,0,1 night, 2 adults,"₹ 3,790",False,False,2023-06-06,2023-06-07,"Non-smoking rooms, Room service, Fitness centre, Restaurant, Free WiFi, Free parking, Facilities for disabled guests, Family rooms, 24-hour front desk, Very good breakfast"
Pamposh Guest House GK II Market,"₹ 2,340",8.7,Fabulous,129,"South Delhi, New Delhi",Deluxe Room,1 large double bed,+₹ 281 taxes and charges,0,1 night, 2 adults,"₹ 2,340",False,True,2023-06-06,2023-06-07,"Airport shuttle (free), Non-smoking rooms, Room service, Free WiFi, Parking on site, Family rooms, 24-hour front desk, Terrace, Bar, Good breakfast"
Staybook - Hotel Jai Balaji New Delhi Railway Station,"₹ 1,781",7.7,Good,"1,423","Paharganj, New Delhi",Deluxe Double Room,1 large double bed,+₹ 214 taxes and charges,3,1 night, 2 adults,"₹ 2,969",True,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Room service, Free WiFi, Facilities for disabled guests, Family rooms, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Breakfast"
The Birder's Inn,"₹ 3,800",7.8,Good,165,Bharatpur,Deluxe Double or Twin Room,Beds: 1 double or 2 singles,+₹ 456 taxes and charges,3,1 night, 2 adults,"₹ 3,800",True,True,2023-06-06,2023-06-07,"Outdoor swimming pool, Free WiFi, Free parking, Family rooms, Non-smoking rooms"
Hotel Qualia Suites at Delhi Airport,"₹ 1,036",6.9,Review score,428,"South West, New Delhi",Deluxe Double Room (2 Adults + 1 Child),1 extra-large double bed,+₹ 124 taxes and charges,0,1 night, 2 adults,"₹ 1,295",True,False,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Spa and wellness centre, Room service, Free WiFi, Free parking, Facilities for disabled guests, Family rooms, Tea/coffee maker in all rooms, Good breakfast"
Hotel Southern,"₹ 2,507",6.0,Review score,241,"Karol bagh, New Delhi",Deluxe Room ( annexure building ),Beds: 1 double or 2 singles,+₹ 301 taxes and charges,3,1 night, 2 adults,"₹ 2,949",False,False,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free WiFi, Parking, Facilities for disabled guests, Family rooms, 24-hour front desk, Breakfast"
ibis New Delhi Aerocity - An Accor Brand,"₹ 6,499",6.8,Review score,"6,647","South West, New Delhi",Standard Queen Room,1 large double bed,+₹ 780 taxes and charges,4,1 night, 2 adults,"₹ 6,499",False,True,2023-06-06,2023-06-07,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Fitness centre, Restaurant, Free WiFi, Tea/coffee maker in all rooms, Bar, Good breakfast"
Hotel Ajanta,"₹ 2,281",6.8,Review score,590,"Paharganj, New Delhi",Standard Twin Room,2 single beds,+₹ 274 taxes and charges,3,1 night, 2 adults,"₹ 4,147",False,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free WiFi, Free parking, Facilities for disabled guests, Family rooms, 24-hour front desk, Breakfast"
Sky Suites,"₹ 2,652",7.6,Good,264,"Sector 40 - 44, Gurgaon",Deluxe Room (2 Adults + 1 Child),1 double bed,+₹ 318 taxes and charges,3,1 night, 2 adults,"₹ 5,893",False,True,2023-06-06,2023-06-07,"Non-smoking rooms, Room service, Restaurant, Free WiFi, Free parking, Family rooms, 24-hour front desk, Breakfast"
Hotel Z Suite-Near Delhi Airport,"₹ 2,475",7.5,Good,4,"Mahipalpur, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 297 taxes and charges,4,1 night, 2 adults,"₹ 5,500",False,True,2023-06-06,2023-06-07,"Airport shuttle (free), Non-smoking rooms, Room service, Free parking, Family rooms, 24-hour front desk, Air conditioning"
Hotel Cladis - Noida Sector 15,"₹ 1,620",8.4,Very good,35,Noida,Deluxe Double Room (2 Adults + 1 Child),1 double bed,+₹ 194 taxes and charges,3,1 night, 2 adults,"₹ 1,800",False,True,2023-06-06,2023-06-07,"Non-smoking rooms, Room service, Free WiFi, Family rooms"
Bed and Chaï - Boutique stay & tours,"₹ 2,000",8.0,Very good,34,"Greater Kailash 1, New Delhi",Double Room with Private Bathroom,1 double bed,+₹ 240 taxes and charges,0,1 night, 2 adults,"₹ 2,000",False,True,2023-06-06,2023-06-07,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free WiFi, Free parking, Family rooms, Terrace, Laundry, Breakfast"
