hotel,price,score,avg review,reviews count,address,room_type,bed_type,extra_charges,hotel_rating,number_of_nights,number_of_adult,actual_price,breakfast_included,free_cancellation,checkin,checkout,amenities
Hotel Aero Star Near Delhi Airport,"₹ 4,115",7.8,Good,469,"Mahipalpur, New Delhi",Deluxe Double or Twin Room,1 extra-large double bed,+₹ 494 taxes and charges,3,1 night, 2 adults,"₹ 4,115",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Good breakfast"
Courtyard by Marriott Gurugram Downtown,"₹ 18,909",7.9,Good,"1,315",Gurgaon,Deluxe Twin Room,2 single beds,"+₹ 3,404 taxes and charges",5,1 night, 2 adults,"₹ 18,909",False,True,2023-11-07,2023-11-08,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Fitness centre, Tea/coffee maker in all rooms, Bar, Very good breakfast"
Hotel Fortuner Karol Bagh Just 1 km From New Delhi Railway Station,"₹ 3,143",6.9,Review score,183,"Karol bagh, New Delhi",Deluxe Double or Twin Room,1 bunk bed,+₹ 377 taxes and charges,4,1 night, 2 adults,"₹ 4,365",True,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Very good breakfast"
The Claridges New Delhi,"₹ 23,000",7.8,Good,"1,518","Central Delhi, New Delhi",Boutique Room,Multiple bed types,"+₹ 4,140 taxes and charges",5,1 night, 2 adults,"₹ 23,000",False,True,2023-11-07,2023-11-08,"Outdoor swimming pool, Airport shuttle (free), Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Fitness centre, Free parking, Bar, Good breakfast"
OYO Hotel The Miraj,"₹ 1,527",4.0,Review score,1,Sonīpat,Standard Double Room,1 large double bed,+₹ 215 taxes and charges,3,1 night, 2 adults,"₹ 2,350",False,True,2023-11-07,2023-11-08,
Hotel Shelton,"₹ 4,507",7.2,Good,324,"Paharganj, New Delhi",Semi Deluxe,Beds: 1 double or 2 singles,+₹ 541 taxes and charges,3,1 night, 2 adults,"₹ 4,507",False,False,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Breakfast"
The Gold Inn - Paharganj,"₹ 1,899",7.4,Good,71,"Paharganj, New Delhi",Deluxe Room,"2 beds (1 single, 1 double)",+₹ 228 taxes and charges,3,1 night, 2 adults,"₹ 1,899",False,True,2023-11-07,2023-11-08,"Air conditioning, Very good breakfast"
Apra B & B At Delhi Airport,"₹ 1,039",9.8,Exceptional,25,"South West, New Delhi",Superior Double or Twin Room,"2 beds (1 single, 1 double)",+₹ 374 taxes and charges,3,1 night, 2 adults,"₹ 1,598",True,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Exceptional breakfast"
The Grand Orion - Kailash Colony,"₹ 4,549",7.6,Good,67,"Kailash Colony, New Delhi",Deluxe Double or Twin Room with City View,Multiple bed types,+₹ 546 taxes and charges,3,1 night, 2 adults,"₹ 6,999",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Restaurant, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Tea/coffee maker in all rooms, Breakfast"
Hotel Admire Inn,"₹ 4,799",7.5,Good,130,"New Friends Colony, New Delhi",Deluxe Double Room,1 extra-large double bed,+₹ 576 taxes and charges,4,1 night, 2 adults,"₹ 4,799",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Good breakfast"
OYO Hotel Shubkamna,"₹ 1,697",4.4,Review score,8,Meerut,Classic Triple Room,1 large double bed,+₹ 236 taxes and charges,3,1 night, 2 adults,"₹ 2,611",False,True,2023-11-07,2023-11-08,Room service
Hotel Stay Well Dx,"₹ 3,060",7.5,Good,502,"Paharganj, New Delhi",Deluxe Double Room,1 double bed,+₹ 367 taxes and charges,3,1 night, 2 adults,"₹ 3,060",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Tea/coffee maker in all rooms"
Bloomrooms @ New Delhi Railway Station,"₹ 4,100",7.8,Good,732,"Paharganj, New Delhi",Value Twin Room,2 bunk beds,+₹ 492 taxes and charges,3,1 night, 2 adults,"₹ 4,100",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Restaurant, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Breakfast"
Bed and Chaï - Boutique stay & tours,"₹ 3,000",8.0,Very good,34,"Greater Kailash 1, New Delhi",Double Room with Private Bathroom,1 double bed,+₹ 360 taxes and charges,0,1 night, 2 adults,"₹ 3,000",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, Terrace, Laundry, Breakfast"
Flagship Vj Hotel,"₹ 1,561",1.0,Review score,2,Rewāri,Classic Triple Room,1 large double bed,+₹ 219 taxes and charges,3,1 night, 2 adults,"₹ 2,402",False,True,2023-11-07,2023-11-08,Room service
Westend Inn,"₹ 3,500",5.6,Review score,85,"South West, New Delhi",Standard Double or Twin Room,"3 beds (2 singles, 1 large double)",+₹ 420 taxes and charges,4,1 night, 2 adults,"₹ 3,500",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Breakfast"
The Park New Delhi,"₹ 11,999",5.5,Review score,"3,279","Connaught Place, New Delhi",Luxury Room with breakfast,1 large double bed,"+₹ 2,160 taxes and charges",5,1 night, 2 adults,"₹ 11,999",True,True,2023-11-07,2023-11-08,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Family rooms, Fitness centre, Bar, Breakfast"
Bloom Boutique l GK-1,"₹ 6,000",8.1,Very good,284,"Greater Kailash 1, New Delhi",Deluxe King Room,1 extra-large double bed,+₹ 720 taxes and charges,3,1 night, 2 adults,"₹ 6,000",False,True,2023-11-07,2023-11-08,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Breakfast"
The Lodhi – A member of The Leading Hotels Of The World,"₹ 24,300",8.4,Very good,559,New Delhi,Lodhi Standard Room Without Plunge Pool with complimentary spa credit worth INR 1200,1 extra-large double bed,"+₹ 4,374 taxes and charges",5,1 night, 2 adults,"₹ 27,000",False,True,2023-11-07,2023-11-08,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Family rooms, Fitness centre, Bar, Good breakfast"
OPULENT HOTEL BY FERNS N PETALS,"₹ 9,784",7.2,Good,50,"South Delhi, New Delhi",Superior Double Room,1 extra-large double bed,"+₹ 1,761 taxes and charges",4,1 night, 2 adults,"₹ 9,784",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Breakfast"
JRD Pride,"₹ 7,341",6.9,Review score,233,"South Delhi, New Delhi",Superior Double or Twin Room with complimentary Hi Tea from 04pm till 06pm,1 double bed,+₹ 881 taxes and charges,4,1 night, 2 adults,"₹ 7,341",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Fitness centre, Free parking, Facilities for disabled guests, Free WiFi, Breakfast"
The Gold Regency - 02 Mins from New Delhi Railway Station,"₹ 3,210",7.2,Good,243,"Paharganj, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 385 taxes and charges,3,1 night, 2 adults,"₹ 5,350",False,True,2023-11-07,2023-11-08,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Family rooms, Fitness centre, Free WiFi, 24-hour front desk, Bar, Breakfast"
Hotel Golden Oasis - A Well Hygiene Property,"₹ 1,299",6.7,Review score,139,"Paharganj, New Delhi",Deluxe Room,1 double bed,+₹ 156 taxes and charges,3,1 night, 2 adults,"₹ 1,299",False,True,2023-11-07,2023-11-08,"Airport shuttle, Room service, Family rooms, Private parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Good breakfast"
BK Studio,"₹ 2,475",7.9,Good,106,"Sector 40 - 44, Gurgaon",Deluxe Double Room with Shower,1 double bed,+₹ 297 taxes and charges,3,1 night, 2 adults,"₹ 4,500",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Free parking, Free WiFi, 24-hour front desk"
Hotel Earth,"₹ 1,100",7.0,Good,"1,006","Mahipalpur, New Delhi",Deluxe Double Room,1 double bed,+₹ 132 taxes and charges,3,1 night, 2 adults,"₹ 1,100",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
Hotel Baba Deluxe -By RCG Hotels,"₹ 4,500",7.9,Good,824,"Paharganj, New Delhi",Superior King Room,1 double bed,+₹ 540 taxes and charges,3,1 night, 2 adults,"₹ 4,500",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Fabulous breakfast"
FabHotel The Chaitanyas,"₹ 3,823",5.7,Review score,31,"Rohini, New Delhi",Deluxe Room,1 large double bed,+₹ 459 taxes and charges,3,1 night, 2 adults,"₹ 3,823",False,True,2023-11-07,2023-11-08,"Room service, Free WiFi, 24-hour front desk, Air conditioning"
Hotel Sky Rich International - 05 Mins from Karol Bagh Metro Station,"₹ 3,239",7.5,Good,313,"Karol bagh, New Delhi",Deluxe Room,Multiple bed types,+₹ 389 taxes and charges,4,1 night, 2 adults,"₹ 5,399",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Good breakfast"
Blu Lagoon Inn - Select Citywalk Mall,"₹ 2,200",8.3,Very good,77,"Malviya Nagar, New Delhi",Deluxe Double Room (2 Adults + 1 Child),1 double bed,+₹ 264 taxes and charges,3,1 night, 2 adults,"₹ 2,200",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Exceptional breakfast"
Hotel Airlift INN at Delhi Airport,"₹ 4,499",8.1,Very good,377,"Mahipalpur, New Delhi",Small Double Room,1 large double bed,+₹ 540 taxes and charges,3,1 night, 2 adults,"₹ 4,499",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Fabulous breakfast"
Caspia Hotel New Delhi,"₹ 4,800",5.5,Review score,130,New Delhi,Superior Queen Room,"2 beds (1 sofa bed, 1 large double)",+₹ 576 taxes and charges,3,1 night, 2 adults,"₹ 4,800",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Fitness centre, Free parking, Facilities for disabled guests, Tea/coffee maker in all rooms, Breakfast"
Lime Tree 2 Bhk serviced Apartment Near Fortis Gurgaon,"₹ 8,499",8.3,Very good,64,Gurgaon,Two-Bedroom Apartment,2 extra-large double beds,"+₹ 1,530 taxes and charges",0,1 night, 2 adults,"₹ 8,499",False,True,2023-11-07,2023-11-08,"Airport shuttle, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk"
"Holiday Inn Express Gurugram Sector 50, an IHG Hotel","₹ 4,334",6.3,Review score,"1,663",Gurgaon,"Superior Queen Room with 15% discount on F&B, and Free Laundromat- Non-Smoking",1 double bed,+₹ 520 taxes and charges,4,1 night, 2 adults,"₹ 4,334",True,False,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Fitness centre, Free parking, Facilities for disabled guests, Free WiFi, Tea/coffee maker in all rooms, Good breakfast"
Smyle Inn - 3 minutes walk From New Delhi Railway Station,"₹ 1,416",7.8,Good,938,"Paharganj, New Delhi",Standard Double or Twin Room,Beds: 1 double or 2 singles,+₹ 170 taxes and charges,3,1 night, 2 adults,"₹ 1,416",True,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Good breakfast"
Aashianaa Gracious Living,"₹ 3,358",8.6,Fabulous,108,"South Delhi, New Delhi",Superior Double Room with Balcony,1 double bed,+₹ 403 taxes and charges,0,1 night, 2 adults,"₹ 3,358",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, Terrace, Laundry, Daily housekeeping, Air conditioning, Tea/coffee maker in all rooms"
OYO Hotel Crown Plaza,"₹ 1,984",NA,NA,NA,Bulandshahr,Classic Triple Room,1 large double bed,+₹ 270 taxes and charges,3,1 night, 2 adults,"₹ 3,052",False,True,2023-11-07,2023-11-08,Room service
Skylink Suites Bed & Breakfast,"₹ 2,899",7.2,Good,41,"South Delhi, New Delhi",Luxury Double Room,1 double bed,+₹ 348 taxes and charges,3,1 night, 2 adults,"₹ 2,899",True,True,2023-11-07,2023-11-08,"Airport shuttle (free), Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Good breakfast"
"Staybook - Hotel City Stories - By Aira Xing, Paharganj, New Delhi","₹ 2,450",7.8,Good,311,"Paharganj, New Delhi",Family Studio,Entire studio • 1 bathroom • 30m²,+₹ 294 taxes and charges,4,1 night, 2 adults,"₹ 2,450",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Fitness centre, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Exceptional breakfast"
Hotel Tashkent Palace - New Delhi Railway Station - Paharganj,"₹ 1,150",7.1,Good,628,"Paharganj, New Delhi",Budget Double Room,1 double bed,+₹ 138 taxes and charges,3,1 night, 2 adults,"₹ 2,300",False,True,2023-11-07,2023-11-08,"Airport shuttle, Room service, Family rooms, Free WiFi, 24-hour front desk, Laundry, Air conditioning, Breakfast"
"Leaf 9, Cyber City","₹ 2,400",8.9,Fabulous,60,"DLF Cyber City, Gurgaon",Deluxe Double Room (2 Adults + 1 Child),1 double bed,+₹ 288 taxes and charges,3,1 night, 2 adults,"₹ 4,000",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free parking, Free WiFi, 24-hour front desk, Breakfast"
FabExpress Le Continental,"₹ 3,254",7.8,Good,199,"Paharganj, New Delhi",Deluxe Room,1 double bed,+₹ 390 taxes and charges,3,1 night, 2 adults,"₹ 3,254",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
"The Westin Gurgaon, New Delhi","₹ 21,000",7.8,Good,942,"City Center - Sector 29, Gurgaon",Deluxe King Room City View,1 extra-large double bed,"+₹ 3,780 taxes and charges",5,1 night, 2 adults,"₹ 21,000",False,True,2023-11-07,2023-11-08,"2 swimming pools, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Fitness centre, Free parking, Bar, Very good breakfast"
Hotel Royal inn,"₹ 1,170",2.7,Review score,3,Badarpur,Deluxe Double Room (2 Adults + 1 Child),1 double bed,+₹ 140 taxes and charges,3,1 night, 2 adults,"₹ 1,170",False,True,2023-11-07,2023-11-08,"Room service, Family rooms, Free parking"
"Sarovar Portico Naraina, Hotel","₹ 8,000",6.6,Review score,77,"West Delhi, New Delhi",Superior Double Bed Rooms,NA,"+₹ 1,440 taxes and charges",3,1 night, 2 adults,"₹ 8,000",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Breakfast"
GURU KRIPA GARDEN,"₹ 1,440",6.7,Review score,34,Govardhan,Family Room,1 double bed,+₹ 173 taxes and charges,0,1 night, 2 adults,"₹ 1,440",False,False,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi"
FabHotel F9 Chhatarpur,"₹ 2,762",7.9,Good,8,"Chattarpur, New Delhi",Deluxe Room,1 double bed,+₹ 331 taxes and charges,3,1 night, 2 adults,"₹ 2,762",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Air conditioning, Breakfast"
Hotel Jagannath - Chittaranjan Park,"₹ 1,100",7.3,Good,17,"South Delhi, New Delhi",Deluxe Double Room (2 Adults + 1 Child),1 large double bed,+₹ 132 taxes and charges,3,1 night, 2 adults,"₹ 1,100",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Garden, Air conditioning"
Bloom Boutique l Signature Towers,"₹ 5,000",7.8,Good,400,"Sector 40 - 44, Gurgaon",Deluxe King Room,1 double bed,+₹ 600 taxes and charges,4,1 night, 2 adults,"₹ 5,000",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Fitness centre, Free WiFi, 24-hour front desk, Breakfast"
Indus Biznotel,"₹ 5,000",7.8,Good,95,"Greater Kailash 1, New Delhi",Executive Double or Twin Room,Beds: 1 double or 2 singles,+₹ 600 taxes and charges,4,1 night, 2 adults,"₹ 5,000",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Breakfast"
Hotel city lite Near IGI Airport,₹ 658,7.3,Good,534,"South West, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 158 taxes and charges,3,1 night, 2 adults,"₹ 1,645",True,True,2023-11-07,2023-11-08,"Airport shuttle, Room service, Family rooms, Fitness centre, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Very good breakfast"
Zaza Stay,"₹ 5,000",9.0,Superb,132,"South Delhi, New Delhi",Deluxe Double or Twin Room with Garden View,1 extra-large double bed,+₹ 600 taxes and charges,0,1 night, 2 adults,"₹ 5,000",False,True,2023-11-07,2023-11-08,"Airport shuttle, Non-smoking rooms, Room service, Free parking, Free WiFi, Terrace, Garden, Laundry, Daily housekeeping, Air conditioning"
FabHotel Kiara,"₹ 2,863",8.4,Very good,306,Gurgaon,Deluxe Room,1 double bed,+₹ 344 taxes and charges,3,1 night, 2 adults,"₹ 2,863",False,True,2023-11-07,2023-11-08,"Room service, Free parking, Free WiFi, 24-hour front desk"
Mahagun Sarovar Portico Suites,"₹ 6,659",6.2,Review score,440,Ghaziabad,Studio - 2 Single Beds,NA,+₹ 799 taxes and charges,4,1 night, 2 adults,"₹ 6,659",True,True,2023-11-07,2023-11-08,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Family rooms, Tea/coffee maker in all rooms, Bar, Breakfast"
The C Park Inn Karol Bagh Homely Atmosphere,"₹ 2,200",6.9,Review score,91,"Karol bagh, New Delhi",Deluxe Double Room,Beds: 1 double or 2 singles,+₹ 264 taxes and charges,3,1 night, 2 adults,"₹ 4,000",False,True,2023-11-07,2023-11-08,"Non-smoking rooms, Room service, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Air conditioning, Breakfast"
The Muse Sarovar Portico Kapashera,"₹ 8,100",6.4,Review score,217,"South West, New Delhi",Superior Room 1 Dbl Bed,1 double bed,"+₹ 1,458 taxes and charges",4,1 night, 2 adults,"₹ 8,100",False,True,2023-11-07,2023-11-08,NA
Hotel The Royal Plaza,"₹ 8,200",4.7,Review score,"1,044","Central Delhi, New Delhi","Standard Double Room - Wifi, 20% Discount on Food & Soft Beverages, Spa & Saloon services",1 extra-large double bed,"+₹ 1,476 taxes and charges",4,1 night, 2 adults,"₹ 8,200",False,False,2023-11-07,2023-11-08,NA
Hotel Shanti Plaza-By Haveliya Hotels,"₹ 2,193",7.2,Good,655,"Paharganj, New Delhi",Executive Double or Twin Room,Beds: 1 double or 2 singles,+₹ 263 taxes and charges,4,1 night, 2 adults,"₹ 2,580",False,True,2023-11-07,2023-11-08,NA
Hotel JRD Exotica,"₹ 5,500",6.0,Review score,69,"Safdarjung Enclave, New Delhi",Superior Twin Room with complimentary Hi Tea from 04pm till 06pm,2 single beds,+₹ 660 taxes and charges,3,1 night, 2 adults,"₹ 5,500",False,True,2023-11-07,2023-11-08,NA
