hotel,price,score,avg review,reviews count,address,room_type,bed_type,extra_charges,hotel_rating,number_of_nights,number_of_adult,actual_price,breakfast_included,free_cancellation,checkin,checkout,amenities
Radisson Blu MBD Hotel Noida,"₹ 25,000",8.4,Very good,790,Noida,Deluxe Double or Twin Room,1 double bed,"+₹ 4,500 taxes and charges",5,1 night, 2 adults,"₹ 25,000",False,True,2023-10-03,2023-10-04,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Family rooms, Tea/coffee maker in all rooms, Bar, Very good breakfast"
Hotel Nitya Maharani 'NEW DELHI',"₹ 2,867",8.1,Very good,"1,747","Paharganj, New Delhi",Deluxe Double Room,Multiple bed types,+₹ 344 taxes and charges,3,1 night, 2 adults,"₹ 4,096",False,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Fabulous breakfast"
OYO 93225 Hotel Perfect 10,"₹ 1,126",NA,NA,NA,Bulandshahr,Classic Triple Room,1 large double bed,+₹ 167 taxes and charges,3,1 night, 2 adults,"₹ 1,733",False,True,2023-10-03,2023-10-04,
FabHotel Well Stay,"₹ 2,972",8.3,Very good,3,Noida,Deluxe Room,1 double bed,+₹ 357 taxes and charges,3,1 night, 2 adults,"₹ 2,972",False,True,2023-10-03,2023-10-04,NA
Hotel Bay Laurel Retreat,"₹ 3,325",7.4,Good,16,Faridabad,Deluxe Room,1 large double bed,+₹ 399 taxes and charges,4,1 night, 2 adults,"₹ 3,500",False,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Breakfast"
FabHotel Marble Arch,"₹ 4,671",8.1,Very good,983,"Karol bagh, New Delhi",Deluxe Room,1 double bed,+₹ 560 taxes and charges,3,1 night, 2 adults,"₹ 4,671",False,True,2023-10-03,2023-10-04,"Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
DoubleTree by Hilton Gurugram Baani Square,"₹ 14,399",7.5,Good,876,Gurgaon,Superior King Room,1 extra-large double bed,"+₹ 2,592 taxes and charges",5,1 night, 2 adults,"₹ 14,399",False,True,2023-10-03,2023-10-04,"Outdoor swimming pool, Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Family rooms, Fitness centre, Tea/coffee maker in all rooms, Bar, Good breakfast"
Minimalist Poshtel & Suites,"₹ 2,700",7.5,Good,802,"Hauz Khas, New Delhi",Twin Room with Balcony,1 bunk bed,+₹ 324 taxes and charges,0,1 night, 2 adults,"₹ 2,700",True,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Parking, Free WiFi, 24-hour front desk, Bar, Good breakfast"
Radisson Noida,"₹ 19,719",7.5,Good,654,Noida,Deluxe Double or Twin Room with 15% discount on Food and Soft beverage,Beds: 1 double or 2 singles,"+₹ 3,549 taxes and charges",5,1 night, 2 adults,"₹ 19,719",False,True,2023-10-03,2023-10-04,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Family rooms, Tea/coffee maker in all rooms, Bar, Good breakfast"
Hotel Krishna - By RCG Hotels,"₹ 2,106",7.9,Good,637,"Paharganj, New Delhi",Deluxe Double or Twin Room,Beds: 1 double or 2 singles,+₹ 253 taxes and charges,3,1 night, 2 adults,"₹ 5,400",False,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, Tea/coffee maker in all rooms, Good breakfast"
Radisson Hotel Sector 29 Gurugram,"₹ 14,580",7.4,Good,20,"Sector 40 - 44, Gurgaon",Standard Room with 20% discount on food & soft beverages,Multiple bed types,"+₹ 2,624 taxes and charges",5,1 night, 2 adults,"₹ 14,580",False,False,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Fitness centre, Free parking, Facilities for disabled guests, Free WiFi, Bar, Breakfast"
FabHotel Cabana,"₹ 5,946",7.0,Good,215,"Greater Kailash 1, New Delhi",Deluxe Double Room,1 double bed,+₹ 714 taxes and charges,3,1 night, 2 adults,"₹ 5,946",True,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
"Country Inn & Suites by Radisson, Gurugram Sector 12","₹ 12,999",7.3,Good,"1,598","Sector 14, Gurgaon",Superior Room with 15% off on food & soft beverages,2 single beds,"+₹ 2,340 taxes and charges",4,1 night, 2 adults,"₹ 12,999",True,True,2023-10-03,2023-10-04,"Airport shuttle, Room service, Spa and wellness centre, Restaurant, Family rooms, Fitness centre, Free parking, Tea/coffee maker in all rooms, Bar, Good breakfast"
B Nineteen,"₹ 7,574",8.9,Fabulous,214,"South Delhi, New Delhi",King Room with Balcony,1 extra-large double bed,"+₹ 1,363 taxes and charges",0,1 night, 2 adults,"₹ 7,574",False,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Terrace, Garden, Laundry, Very good breakfast"
Bloomrooms @ Link Road,"₹ 6,000",8.1,Very good,499,"South Delhi, New Delhi",Standard Queen Room,1 large double bed,+₹ 720 taxes and charges,3,1 night, 2 adults,"₹ 6,000",False,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Restaurant, Free WiFi, 24-hour front desk, Air conditioning, Breakfast"
Hotel The Imperio,"₹ 2,699",NA,NA,NA,"Jasola, New Delhi",Superior Double Room,1 double bed,+₹ 324 taxes and charges,3,1 night, 2 adults,"₹ 3,599",False,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, 24-hour front desk, Laundry, Daily housekeeping, Tea/coffee maker in all rooms, Breakfast"
FabHotel Satyam International,"₹ 3,823",8.0,Very good,4,Noida,Deluxe Room,1 double bed,+₹ 459 taxes and charges,3,1 night, 2 adults,"₹ 3,823",False,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Family rooms, Free WiFi, Breakfast"
FabHotel Premium Nest,"₹ 3,080",8.3,Very good,593,"Sushant Lok, Gurgaon",Deluxe Room,1 double bed,+₹ 370 taxes and charges,3,1 night, 2 adults,"₹ 3,080",True,True,2023-10-03,2023-10-04,"Room service, Restaurant, Family rooms, Facilities for disabled guests, Free WiFi, 24-hour front desk"
Hotel Quadis - Noida sec 15,"₹ 1,700",9.2,Superb,36,Noida,Deluxe Double Room (2 Adults + 1 Child),1 double bed,+₹ 204 taxes and charges,3,1 night, 2 adults,"₹ 1,700",False,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi"
OYO Flagship 81172 Hotel Sai Ram,"₹ 2,309",NA,NA,NA,New Delhi,Classic Triple Room,1 large double bed,+₹ 309 taxes and charges,3,1 night, 2 adults,"₹ 2,309",False,True,2023-10-03,2023-10-04,Air conditioning
Posh Residency Artemis Hospital Road Gurgaon,"₹ 2,199",7.8,Good,131,"Sector 40 - 44, Gurgaon",Deluxe Double Room with Balcony,1 large double bed,+₹ 264 taxes and charges,4,1 night, 2 adults,"₹ 2,199",False,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Superb breakfast"
Hotel Olivia Inn At Delhi Airport,"₹ 2,000",8.5,Very good,948,"Mahipalpur, New Delhi",Small Double Room,1 extra-large double bed,+₹ 240 taxes and charges,3,1 night, 2 adults,"₹ 3,999",False,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Fabulous breakfast"
"Country Inn & Suites By Radisson, Sahibabad","₹ 14,399",7.8,Good,620,Ghaziabad,Standard Room,NA,"+₹ 2,592 taxes and charges",5,1 night, 2 adults,"₹ 14,399",True,True,2023-10-03,2023-10-04,"Outdoor swimming pool, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Family rooms, Fitness centre, Free parking, Bar, Very good breakfast"
"The Connaught, New Delhi- IHCL SeleQtions","₹ 16,000",8.7,Fabulous,"1,065","Connaught Place, New Delhi","Superior Room, King Bed, City View, 10% disc on food and soft beverage Happy hours (one plus one) from 17:30hrs to 19:30hrs (except on 14th February)",1 extra-large double bed,"+₹ 2,880 taxes and charges",4,1 night, 2 adults,"₹ 16,000",False,True,2023-10-03,2023-10-04,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Fitness centre, Tea/coffee maker in all rooms, Bar, Fabulous breakfast"
Staybook Hotel Pinky Villa - A Unit of JYOTI MAHAL,"₹ 2,200",7.8,Good,"1,458","Paharganj, New Delhi",Standard Heritage Room,1 double bed,+₹ 264 taxes and charges,4,1 night, 2 adults,"₹ 4,999",False,True,2023-10-03,2023-10-04,"Airport shuttle, Room service, Restaurant, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Good breakfast"
The Suncourt Hotel Yatri,"₹ 3,100",8.1,Very good,293,"Karol bagh, New Delhi",Small Double Room,1 large double bed,+₹ 372 taxes and charges,3,1 night, 2 adults,"₹ 3,100",False,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Good breakfast"
Treebo Trend Galaxy Rooms,"₹ 5,871",6.8,Review score,67,"Dwarka, New Delhi",Standard Double Room,1 extra-large double bed,+₹ 705 taxes and charges,3,1 night, 2 adults,"₹ 7,339",True,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
"Taj Mahal, New Delhi","₹ 30,000",8.7,Fabulous,202,"Central Delhi, New Delhi",Luxury Room City View Twin Bed(Renovated),1 single bed,"+₹ 5,400 taxes and charges",5,1 night, 2 adults,"₹ 30,000",False,True,2023-10-03,2023-10-04,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Fitness centre, Free parking, Bar, Fabulous breakfast"
Hotel Arch - Near Aerocity New Delhi,"₹ 2,861",7.7,Good,645,"Mahipalpur, New Delhi",Deluxe Room,Multiple bed types,+₹ 343 taxes and charges,4,1 night, 2 adults,"₹ 5,299",False,True,2023-10-03,2023-10-04,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Fabulous breakfast"
Pamposh Guest House GK II Market,"₹ 2,340",8.7,Fabulous,129,"South Delhi, New Delhi",Deluxe Room,1 large double bed,+₹ 281 taxes and charges,0,1 night, 2 adults,"₹ 2,340",False,True,2023-10-03,2023-10-04,"Airport shuttle (free), Non-smoking rooms, Room service, Family rooms, Parking on site, Free WiFi, 24-hour front desk, Terrace, Bar, Good breakfast"
Staybook - Hotel Jai Balaji New Delhi Railway Station,"₹ 3,039",7.7,Good,"1,423","Paharganj, New Delhi",Economy Double Room,1 large double bed,+₹ 365 taxes and charges,3,1 night, 2 adults,"₹ 3,039",True,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Breakfast"
The Birder's Inn,"₹ 4,400",7.8,Good,165,Bharatpur,Deluxe Double or Twin Room,Beds: 1 double or 2 singles,+₹ 528 taxes and charges,3,1 night, 2 adults,"₹ 4,400",True,True,2023-10-03,2023-10-04,"Outdoor swimming pool, Non-smoking rooms, Family rooms, Free parking, Free WiFi"
Hotel Southern,"₹ 2,949",6.0,Review score,241,"Karol bagh, New Delhi",Deluxe Room ( annexure building ),Beds: 1 double or 2 singles,+₹ 354 taxes and charges,3,1 night, 2 adults,"₹ 2,949",False,False,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Breakfast"
ibis New Delhi Aerocity - An Accor Brand,"₹ 20,500",6.8,Review score,"6,647","South West, New Delhi",Standard Queen Room,1 large double bed,"+₹ 3,690 taxes and charges",4,1 night, 2 adults,"₹ 20,500",False,True,2023-10-03,2023-10-04,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Fitness centre, Tea/coffee maker in all rooms, Bar, Good breakfast"
Sky Suites,"₹ 2,652",7.6,Good,264,"Sector 40 - 44, Gurgaon",Deluxe Room (2 Adults + 1 Child),1 double bed,+₹ 318 taxes and charges,3,1 night, 2 adults,"₹ 5,893",False,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Breakfast"
Hotel Z Suite-Near Delhi Airport,"₹ 2,475",7.5,Good,4,"Mahipalpur, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 297 taxes and charges,4,1 night, 2 adults,"₹ 5,500",False,True,2023-10-03,2023-10-04,"Airport shuttle (free), Non-smoking rooms, Room service, Family rooms, Free parking, 24-hour front desk, Air conditioning"
Hotel Cladis - Noida Sector 15,"₹ 2,100",8.4,Very good,35,Noida,Deluxe Double Room (2 Adults + 1 Child),1 double bed,+₹ 252 taxes and charges,3,1 night, 2 adults,"₹ 2,100",False,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Family rooms, Free WiFi"
Hotel Olive Zone Near Delhi Airport,"₹ 1,200",6.4,Review score,878,"South West, New Delhi",Superior Double Room,1 large double bed,+₹ 144 taxes and charges,3,1 night, 2 adults,"₹ 1,200",False,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Good breakfast"
Hotel The IVY Grand With Free Secured Parking,"₹ 4,788",7.4,Good,698,"Paharganj, New Delhi",Deluxe Room,1 large double bed,+₹ 575 taxes and charges,4,1 night, 2 adults,"₹ 6,650",False,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Free WiFi, 24-hour front desk, Daily housekeeping, Air conditioning, Exceptional breakfast"
Hotel Hari Piorko,"₹ 2,362",7.7,Good,639,"Paharganj, New Delhi",Deluxe Room with Fish Aquarium,1 double bed,+₹ 283 taxes and charges,3,1 night, 2 adults,"₹ 3,149",False,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Restaurant, Facilities for disabled guests, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Breakfast"
Treebo Trend Rockwell Plaza Karol Bagh,"₹ 6,484",7.3,Good,332,"Karol bagh, New Delhi",[Sanitized] Standard Double Room,Multiple bed types,+₹ 778 taxes and charges,3,1 night, 2 adults,"₹ 8,105",True,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
"The Ashok, New Delhi","₹ 10,000",6.6,Review score,"1,735","Chanakyapuri, New Delhi",Standard Double Room - 15% Discount on Food & Soft Beverages,1 large double bed,"+₹ 1,800 taxes and charges",5,1 night, 2 adults,"₹ 10,000",True,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Bar"
Hotel Bluestone - Nehru Place,"₹ 7,200",7.7,Good,237,"South Delhi, New Delhi",Standard Double or Twin Room,Beds: 1 double or 2 singles,+₹ 864 taxes and charges,4,1 night, 2 adults,"₹ 10,000",False,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Breakfast"
Hotel Aerotech Near IGI Airport,₹ 644,7.4,Good,308,"South West, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 77 taxes and charges,4,1 night, 2 adults,"₹ 1,609",True,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Spa and wellness centre, Family rooms, Free parking, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Superb breakfast"
Hotel Royal Grand,"₹ 2,333",7.0,Good,82,New Delhi,Deluxe Room,1 double bed,+₹ 280 taxes and charges,3,1 night, 2 adults,"₹ 3,333",False,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Tea/coffee maker in all rooms, Breakfast"
Ginger East Delhi,"₹ 3,499",4.4,Review score,130,"East Delhi, New Delhi",Standard Double or Twin Room early check-in and late check-out subjected to availability,1 double bed,+₹ 420 taxes and charges,3,1 night, 2 adults,"₹ 3,499",False,True,2023-10-03,2023-10-04,"Non-smoking rooms, Restaurant, Fitness centre, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Laundry, Tea/coffee maker in all rooms, Breakfast"
Itsy By Treebo - Vibe 2,"₹ 6,708",6.4,Review score,11,Noida,Standard Double Room,1 extra-large double bed,+₹ 805 taxes and charges,3,1 night, 2 adults,"₹ 8,385",True,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, Breakfast"
Lime Tree Two BHK Service Apartment Golf Course Road Gurgaon,"₹ 8,099",9.0,Superb,36,Gurgaon,Two-Bedroom Apartment,"3 beds (2 doubles, 1 sofa bed)","+₹ 1,458 taxes and charges",3,1 night, 2 adults,"₹ 8,099",True,True,2023-10-03,2023-10-04,"Non-smoking rooms, Family rooms, Free parking, Free WiFi, 24-hour front desk, Breakfast"
Hotel Aero Star Near Delhi Airport,"₹ 4,115",7.8,Good,469,"Mahipalpur, New Delhi",Deluxe Double or Twin Room,1 extra-large double bed,+₹ 494 taxes and charges,3,1 night, 2 adults,"₹ 4,115",False,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Good breakfast"
Heistel Delhi,"₹ 1,620",7.8,Good,348,"Saket, New Delhi",Budget Double Room,1 large double bed,+₹ 194 taxes and charges,0,1 night, 2 adults,"₹ 1,620",False,True,2023-10-03,2023-10-04,"Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Garden, Laundry, Breakfast"
Courtyard by Marriott Gurugram Downtown,"₹ 16,999",7.9,Good,"1,315",Gurgaon,Deluxe Twin Room,2 single beds,"+₹ 3,060 taxes and charges",5,1 night, 2 adults,"₹ 16,999",False,True,2023-10-03,2023-10-04,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Fitness centre, Tea/coffee maker in all rooms, Bar, Very good breakfast"
Hotel Viva Palace,"₹ 3,671",6.8,Review score,"3,193","Mahipalpur, New Delhi",Deluxe Double Room,1 extra-large double bed,+₹ 441 taxes and charges,4,1 night, 2 adults,"₹ 5,399",False,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Breakfast"
Hotel Fortuner Karol Bagh Just 1 km From New Delhi Railway Station,"₹ 3,143",6.9,Review score,183,"Karol bagh, New Delhi",Deluxe Double or Twin Room,1 bunk bed,+₹ 377 taxes and charges,4,1 night, 2 adults,"₹ 4,365",True,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Very good breakfast"
Luxury Studio Serviced Apartment Lime Tree Artemis Medanta Sector - 51,"₹ 2,879",8.6,Fabulous,54,Gurgaon,One-Bedroom Apartment,1 extra-large double bed,+₹ 345 taxes and charges,3,1 night, 2 adults,"₹ 2,879",False,True,2023-10-03,2023-10-04,"Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk"
The Claridges New Delhi,"₹ 23,000",7.8,Good,"1,518","Central Delhi, New Delhi",Boutique Room,Multiple bed types,"+₹ 4,140 taxes and charges",5,1 night, 2 adults,"₹ 23,000",False,True,2023-10-03,2023-10-04,"Outdoor swimming pool, Airport shuttle (free), Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Fitness centre, Free parking, Bar, Good breakfast"
OYO Hotel The Miraj,"₹ 1,257",4.0,Review score,1,Sonīpat,Standard Double Room,1 large double bed,+₹ 183 taxes and charges,3,1 night, 2 adults,"₹ 1,933",False,True,2023-10-03,2023-10-04,
Hotel Shelton,"₹ 3,831",7.2,Good,324,"Paharganj, New Delhi",Semi Deluxe,Beds: 1 double or 2 singles,+₹ 460 taxes and charges,3,1 night, 2 adults,"₹ 3,831",False,False,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Breakfast"
The Gold Inn - Paharganj,"₹ 1,899",7.4,Good,71,"Paharganj, New Delhi",Deluxe Room,"2 beds (1 single, 1 double)",+₹ 228 taxes and charges,3,1 night, 2 adults,"₹ 1,899",False,True,2023-10-03,2023-10-04,"Air conditioning, Very good breakfast"
Apra B & B At Delhi Airport,"₹ 1,039",9.8,Exceptional,25,"South West, New Delhi",Superior Double or Twin Room,"2 beds (1 single, 1 double)",+₹ 374 taxes and charges,3,1 night, 2 adults,"₹ 1,598",True,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Exceptional breakfast"
The Grand Orion - Kailash Colony,"₹ 4,549",7.6,Good,67,"Kailash Colony, New Delhi",Deluxe Double or Twin Room with City View,Multiple bed types,+₹ 546 taxes and charges,3,1 night, 2 adults,"₹ 6,999",False,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Restaurant, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Tea/coffee maker in all rooms, Breakfast"
Hotel Admire Inn,"₹ 4,799",7.5,Good,130,"New Friends Colony, New Delhi",Deluxe Double Room,1 extra-large double bed,+₹ 576 taxes and charges,4,1 night, 2 adults,"₹ 4,799",False,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Good breakfast"
OYO Hotel Shubkamna,"₹ 1,257",4.4,Review score,8,Meerut,Classic Triple Room,1 large double bed,+₹ 183 taxes and charges,3,1 night, 2 adults,"₹ 1,933",False,True,2023-10-03,2023-10-04,Room service
Hotel Stay Well Dx,"₹ 3,060",7.5,Good,502,"Paharganj, New Delhi",Deluxe Double Room,1 double bed,+₹ 367 taxes and charges,3,1 night, 2 adults,"₹ 3,060",False,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Tea/coffee maker in all rooms"
Ahuja Residency Sunder Nagar,"₹ 7,500",7.6,Good,137,"Sundar Nagar, New Delhi",Deluxe Double or Twin Room,1 large double bed,+₹ 900 taxes and charges,3,1 night, 2 adults,"₹ 7,500",True,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free parking, Free WiFi, 24-hour front desk, Terrace, Garden, Good breakfast"
Bloomrooms @ New Delhi Railway Station,"₹ 4,100",7.8,Good,732,"Paharganj, New Delhi",Value Twin Room,2 bunk beds,+₹ 492 taxes and charges,3,1 night, 2 adults,"₹ 4,100",False,True,2023-10-03,2023-10-04,"Non-smoking rooms, Restaurant, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Breakfast"
Bed and Chaï - Boutique stay & tours,"₹ 3,000",8.0,Very good,34,"Greater Kailash 1, New Delhi",Double Room with Private Bathroom,1 double bed,+₹ 360 taxes and charges,0,1 night, 2 adults,"₹ 3,000",False,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, Terrace, Laundry, Breakfast"
Flagship Vj Hotel,"₹ 1,284",1.0,Review score,2,Rewāri,Classic Triple Room,1 large double bed,+₹ 186 taxes and charges,3,1 night, 2 adults,"₹ 1,976",False,True,2023-10-03,2023-10-04,Room service
Westend Inn,"₹ 3,500",5.6,Review score,85,"South West, New Delhi",Standard Double or Twin Room,"3 beds (2 singles, 1 large double)",+₹ 420 taxes and charges,4,1 night, 2 adults,"₹ 3,500",False,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Breakfast"
The Park New Delhi,"₹ 11,999",5.5,Review score,"3,279","Connaught Place, New Delhi",Luxury Room with breakfast,1 large double bed,"+₹ 2,160 taxes and charges",5,1 night, 2 adults,"₹ 11,999",True,True,2023-10-03,2023-10-04,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Family rooms, Fitness centre, Bar, Breakfast"
Bloom Hotel - Sector 62,"₹ 6,200",7.5,Good,82,Noida,Standard Queen Room,1 double bed,+₹ 744 taxes and charges,3,1 night, 2 adults,"₹ 6,200",False,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Good breakfast"
Airport Hotel Grand Tashree,"₹ 1,980",8.5,Very good,4,"South West, New Delhi",Deluxe Room,1 large double bed,+₹ 238 taxes and charges,3,1 night, 2 adults,"₹ 1,980",False,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, 24-hour front desk, Laundry, Breakfast"
Hotel Qualia Suites at Delhi Airport,"₹ 1,300",6.9,Review score,428,"South West, New Delhi",Deluxe Double Room (2 Adults + 1 Child),1 extra-large double bed,+₹ 156 taxes and charges,0,1 night, 2 adults,"₹ 1,529",True,True,2023-10-03,2023-10-04,"Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, Tea/coffee maker in all rooms, Good breakfast"
Bloom Boutique l GK-1,"₹ 6,500",8.1,Very good,284,"Greater Kailash 1, New Delhi",Deluxe King Room,1 extra-large double bed,+₹ 780 taxes and charges,3,1 night, 2 adults,"₹ 6,500",False,True,2023-10-03,2023-10-04,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Breakfast"
The Lodhi – A member of The Leading Hotels Of The World,"₹ 24,300",8.4,Very good,559,New Delhi,Lodhi Standard Room Without Plunge Pool with complimentary spa credit worth INR 1200,1 extra-large double bed,"+₹ 4,374 taxes and charges",5,1 night, 2 adults,"₹ 27,000",False,True,2023-10-03,2023-10-04,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Family rooms, Fitness centre, Bar, Good breakfast"
OPULENT HOTEL BY FERNS N PETALS,"₹ 7,884",7.2,Good,50,"South Delhi, New Delhi",Superior Double Room,1 extra-large double bed,"+₹ 1,419 taxes and charges",4,1 night, 2 adults,"₹ 7,884",False,True,2023-10-03,2023-10-04,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Breakfast"
