hotel,price,score,avg review,reviews count,address,room_type,bed_type,extra_charges,hotel_rating,number_of_nights,number_of_adult,actual_price,breakfast_included,free_cancellation,checkin,checkout,amenities
"Taj Mahal, New Delhi","₹ 40,000",8.7,Fabulous,202,"Central Delhi, New Delhi",Taj Club Executive Room(Renovated) King Bed,1 extra-large double bed,"+₹ 7,200 taxes and charges",5,1 night, 2 adults,"₹ 40,000",False,True,2023-12-12,2023-12-13,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Fitness centre, Free parking, Bar, Fabulous breakfast"
Hotel Arch - Near Aerocity New Delhi,"₹ 2,861",7.7,Good,645,"Mahipalpur, New Delhi",Deluxe Room,Multiple bed types,+₹ 343 taxes and charges,4,1 night, 2 adults,"₹ 5,299",False,True,2023-12-12,2023-12-13,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Fabulous breakfast"
ZEN Studios - DLF CyberCity Gurgaon,"₹ 3,500",8.7,Fabulous,165,"DLF Cyber City, Gurgaon",Standard Studio,Entire studio • 1 bathroom • 1 kitchen • 29m²,+₹ 420 taxes and charges,0,1 night, 2 adults,"₹ 3,500",False,False,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Restaurant, Family rooms, Fitness centre, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Very good breakfast"
Pamposh Guest House GK II Market,"₹ 2,340",8.7,Fabulous,129,"South Delhi, New Delhi",Deluxe Room,1 large double bed,+₹ 281 taxes and charges,0,1 night, 2 adults,"₹ 2,340",False,True,2023-12-12,2023-12-13,"Airport shuttle (free), Non-smoking rooms, Room service, Family rooms, Parking on site, Free WiFi, 24-hour front desk, Terrace, Bar, Good breakfast"
Staybook - Hotel Jai Balaji New Delhi Railway Station,"₹ 3,039",7.7,Good,"1,423","Paharganj, New Delhi",Economy Double Room,1 large double bed,+₹ 365 taxes and charges,3,1 night, 2 adults,"₹ 3,039",True,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Breakfast"
The Birder's Inn,"₹ 4,400",7.8,Good,165,Bharatpur,Deluxe Double or Twin Room,Beds: 1 double or 2 singles,+₹ 528 taxes and charges,3,1 night, 2 adults,"₹ 4,400",True,True,2023-12-12,2023-12-13,"Outdoor swimming pool, Non-smoking rooms, Family rooms, Free parking, Free WiFi"
Hotel Southern,"₹ 2,949",6.0,Review score,241,"Karol bagh, New Delhi",Deluxe Room ( annexure building ),Beds: 1 double or 2 singles,+₹ 354 taxes and charges,3,1 night, 2 adults,"₹ 2,949",False,False,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Breakfast"
ibis New Delhi Aerocity - An Accor Brand,"₹ 10,999",6.8,Review score,"6,647","South West, New Delhi",Standard Queen Room,1 large double bed,"+₹ 1,980 taxes and charges",4,1 night, 2 adults,"₹ 10,999",False,True,2023-12-12,2023-12-13,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Fitness centre, Tea/coffee maker in all rooms, Bar, Good breakfast"
Sky Suites,"₹ 2,652",7.6,Good,264,"Sector 40 - 44, Gurgaon",Deluxe Room (2 Adults + 1 Child),1 double bed,+₹ 318 taxes and charges,3,1 night, 2 adults,"₹ 5,893",False,True,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Breakfast"
Hotel Z Suite-Near Delhi Airport,"₹ 2,475",7.5,Good,4,"Mahipalpur, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 297 taxes and charges,4,1 night, 2 adults,"₹ 5,500",False,True,2023-12-12,2023-12-13,"Airport shuttle (free), Non-smoking rooms, Room service, Family rooms, Free parking, 24-hour front desk, Air conditioning"
Hotel The IVY Grand With Free Secured Parking,"₹ 4,788",7.4,Good,698,"Paharganj, New Delhi",Deluxe Room,1 large double bed,+₹ 575 taxes and charges,4,1 night, 2 adults,"₹ 6,650",False,True,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Free WiFi, 24-hour front desk, Daily housekeeping, Air conditioning, Exceptional breakfast"
Hotel Hari Piorko,"₹ 2,362",7.7,Good,639,"Paharganj, New Delhi",Deluxe Room with Fish Aquarium,1 double bed,+₹ 283 taxes and charges,3,1 night, 2 adults,"₹ 3,149",False,True,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Restaurant, Facilities for disabled guests, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Breakfast"
Treebo Trend Rockwell Plaza Karol Bagh,"₹ 6,484",7.3,Good,332,"Karol bagh, New Delhi",[Sanitized] Standard Double Room,Multiple bed types,+₹ 778 taxes and charges,3,1 night, 2 adults,"₹ 8,105",True,True,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
"The Ashok, New Delhi","₹ 10,000",6.6,Review score,"1,735","Chanakyapuri, New Delhi",Standard Double Room - 15% Discount on Food & Soft Beverages,1 large double bed,"+₹ 1,800 taxes and charges",5,1 night, 2 adults,"₹ 10,000",True,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Bar"
Hotel Royal Grand,"₹ 2,333",7.0,Good,82,New Delhi,Deluxe Room,1 double bed,+₹ 280 taxes and charges,3,1 night, 2 adults,"₹ 3,333",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Tea/coffee maker in all rooms, Breakfast"
Ginger East Delhi,"₹ 3,499",4.4,Review score,130,"East Delhi, New Delhi",Standard Double or Twin Room early check-in and late check-out subjected to availability,1 double bed,+₹ 420 taxes and charges,3,1 night, 2 adults,"₹ 3,499",False,True,2023-12-12,2023-12-13,"Non-smoking rooms, Restaurant, Fitness centre, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Laundry, Tea/coffee maker in all rooms, Breakfast"
Hotel Saffron Gold,"₹ 2,209",7.5,Good,216,"Pashim Vihar, New Delhi",Double Room with Private Bathroom,1 double bed,+₹ 265 taxes and charges,3,1 night, 2 adults,"₹ 3,399",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Very good breakfast"
Itsy By Treebo - Vibe 2,"₹ 6,540",6.9,Review score,10,Noida,Double Room,1 extra-large double bed,+₹ 785 taxes and charges,3,1 night, 2 adults,"₹ 8,175",True,True,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, Breakfast"
FabHotel Exotica Greenpark,"₹ 6,666",7.6,Good,268,"South Delhi, New Delhi",Deluxe Double Room,1 double bed,+₹ 800 taxes and charges,3,1 night, 2 adults,"₹ 6,666",True,True,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
Lime Tree Two BHK Service Apartment Golf Course Road Gurgaon,"₹ 8,999",9.0,Superb,36,Gurgaon,Two-Bedroom Apartment,"3 beds (2 doubles, 1 sofa bed)","+₹ 1,620 taxes and charges",3,1 night, 2 adults,"₹ 8,999",True,True,2023-12-12,2023-12-13,"Non-smoking rooms, Family rooms, Free parking, Free WiFi, 24-hour front desk, Breakfast"
Hotel Aero Star Near Delhi Airport,"₹ 4,115",7.8,Good,469,"Mahipalpur, New Delhi",Deluxe Double or Twin Room,1 extra-large double bed,+₹ 494 taxes and charges,3,1 night, 2 adults,"₹ 4,115",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Good breakfast"
Courtyard by Marriott Gurugram Downtown,"₹ 20,339",7.9,Good,"1,315",Gurgaon,Deluxe Twin Room,2 single beds,"+₹ 3,661 taxes and charges",5,1 night, 2 adults,"₹ 20,339",False,True,2023-12-12,2023-12-13,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Fitness centre, Tea/coffee maker in all rooms, Bar, Very good breakfast"
Hotel Viva Palace,"₹ 3,671",6.8,Review score,"3,193","Mahipalpur, New Delhi",Deluxe Double Room,1 extra-large double bed,+₹ 441 taxes and charges,4,1 night, 2 adults,"₹ 5,399",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Breakfast"
Hotel Fortuner Karol Bagh Just 1 km From New Delhi Railway Station,"₹ 3,143",6.9,Review score,183,"Karol bagh, New Delhi",Deluxe Double or Twin Room,1 bunk bed,+₹ 377 taxes and charges,4,1 night, 2 adults,"₹ 4,365",True,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Very good breakfast"
The Claridges New Delhi,"₹ 25,000",7.8,Good,"1,518","Central Delhi, New Delhi",Heritage Room,1 extra-large double bed,"+₹ 4,500 taxes and charges",5,1 night, 2 adults,"₹ 25,000",False,True,2023-12-12,2023-12-13,"Outdoor swimming pool, Airport shuttle (free), Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Fitness centre, Free parking, Bar, Good breakfast"
OYO Hotel The Miraj,"₹ 1,527",4.0,Review score,1,Sonīpat,Standard Double Room,1 large double bed,+₹ 215 taxes and charges,3,1 night, 2 adults,"₹ 2,350",False,True,2023-12-12,2023-12-13,
Hotel Shelton,"₹ 3,831",7.2,Good,324,"Paharganj, New Delhi",Semi Deluxe,Beds: 1 double or 2 singles,+₹ 460 taxes and charges,3,1 night, 2 adults,"₹ 3,831",False,False,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Breakfast"
The Gold Inn - Paharganj,"₹ 1,899",7.4,Good,71,"Paharganj, New Delhi",Deluxe Room,"2 beds (1 single, 1 double)",+₹ 228 taxes and charges,3,1 night, 2 adults,"₹ 1,899",False,True,2023-12-12,2023-12-13,"Air conditioning, Very good breakfast"
Pamposh Guest House GK II Market,"₹ 2,340",8.7,Fabulous,129,"South Delhi, New Delhi",Deluxe Room,1 large double bed,+₹ 281 taxes and charges,0,1 night, 2 adults,"₹ 2,340",False,True,2023-12-12,2023-12-13,"Air conditioning, Very good breakfast"
Apra B & B At Delhi Airport,"₹ 1,039",9.8,Exceptional,25,"South West, New Delhi",Superior Double or Twin Room,"2 beds (1 single, 1 double)",+₹ 374 taxes and charges,3,1 night, 2 adults,"₹ 1,598",True,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Exceptional breakfast"
The Grand Orion - Kailash Colony,"₹ 4,549",7.6,Good,67,"Kailash Colony, New Delhi",Deluxe Double or Twin Room with City View,Multiple bed types,+₹ 546 taxes and charges,3,1 night, 2 adults,"₹ 6,999",False,True,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Restaurant, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Tea/coffee maker in all rooms, Breakfast"
Hotel Admire Inn,"₹ 4,799",7.5,Good,130,"New Friends Colony, New Delhi",Deluxe Double Room,1 extra-large double bed,+₹ 576 taxes and charges,4,1 night, 2 adults,"₹ 4,799",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Good breakfast"
OYO Hotel Shubkamna,"₹ 1,697",4.4,Review score,8,Meerut,Classic Triple Room,1 large double bed,+₹ 236 taxes and charges,3,1 night, 2 adults,"₹ 2,611",False,True,2023-12-12,2023-12-13,Room service
Hotel Stay Well Dx,"₹ 3,060",7.5,Good,502,"Paharganj, New Delhi",Deluxe Double Room,1 double bed,+₹ 367 taxes and charges,3,1 night, 2 adults,"₹ 3,060",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Tea/coffee maker in all rooms"
Ahuja Residency Sunder Nagar,"₹ 7,500",7.6,Good,137,"Sundar Nagar, New Delhi",Deluxe Double or Twin Room,1 large double bed,+₹ 900 taxes and charges,3,1 night, 2 adults,"₹ 7,500",True,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free parking, Free WiFi, 24-hour front desk, Terrace, Garden, Good breakfast"
Bloomrooms @ New Delhi Railway Station,"₹ 4,100",7.8,Good,732,"Paharganj, New Delhi",Value Twin Room,2 bunk beds,+₹ 492 taxes and charges,3,1 night, 2 adults,"₹ 4,100",False,True,2023-12-12,2023-12-13,"Non-smoking rooms, Restaurant, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Breakfast"
Bed and Chaï - Boutique stay & tours,"₹ 3,000",8.0,Very good,34,"Greater Kailash 1, New Delhi",Double Room with Private Bathroom,1 double bed,+₹ 360 taxes and charges,0,1 night, 2 adults,"₹ 3,000",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, Terrace, Laundry, Breakfast"
Flagship Vj Hotel,"₹ 1,561",1.0,Review score,2,Rewāri,Classic Triple Room,1 large double bed,+₹ 219 taxes and charges,3,1 night, 2 adults,"₹ 2,402",False,True,2023-12-12,2023-12-13,Room service
The Park New Delhi,"₹ 11,999",5.5,Review score,"3,279","Connaught Place, New Delhi",Luxury Room with breakfast,1 large double bed,"+₹ 2,160 taxes and charges",5,1 night, 2 adults,"₹ 11,999",True,True,2023-12-12,2023-12-13,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Family rooms, Fitness centre, Bar, Breakfast"
Bloom Boutique l GK-1,"₹ 6,000",8.1,Very good,284,"Greater Kailash 1, New Delhi",Deluxe King Room,1 extra-large double bed,+₹ 720 taxes and charges,3,1 night, 2 adults,"₹ 6,000",False,True,2023-12-12,2023-12-13,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Free parking, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Breakfast"
The Lodhi – A member of The Leading Hotels Of The World,"₹ 24,300",8.4,Very good,559,New Delhi,Lodhi Standard Room Without Plunge Pool with complimentary spa credit worth INR 1200,1 extra-large double bed,"+₹ 4,374 taxes and charges",5,1 night, 2 adults,"₹ 27,000",False,True,2023-12-12,2023-12-13,"Outdoor swimming pool, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Family rooms, Fitness centre, Bar, Good breakfast"
OPULENT HOTEL BY FERNS N PETALS,"₹ 9,784",7.2,Good,50,"South Delhi, New Delhi",Superior Double Room,1 extra-large double bed,"+₹ 1,761 taxes and charges",4,1 night, 2 adults,"₹ 9,784",False,True,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Tea/coffee maker in all rooms, Breakfast"
JRD Pride,"₹ 7,341",6.9,Review score,233,"South Delhi, New Delhi",Superior Double or Twin Room with complimentary Hi Tea from 04pm till 06pm,1 double bed,+₹ 881 taxes and charges,4,1 night, 2 adults,"₹ 7,341",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Fitness centre, Free parking, Facilities for disabled guests, Free WiFi, Breakfast"
Hotel Gold Souk - Karol Bagh,"₹ 5,399",8.1,Very good,205,"Karol bagh, New Delhi",Deluxe Double Room,1 extra-large double bed,+₹ 648 taxes and charges,3,1 night, 2 adults,"₹ 5,399",True,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Good breakfast"
The Gold Regency - 02 Mins from New Delhi Railway Station,"₹ 3,210",7.2,Good,243,"Paharganj, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 385 taxes and charges,3,1 night, 2 adults,"₹ 5,350",False,True,2023-12-12,2023-12-13,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Family rooms, Fitness centre, Free WiFi, 24-hour front desk, Bar, Breakfast"
BK Studio,"₹ 1,350",7.9,Good,106,"Sector 40 - 44, Gurgaon",Deluxe Double Room with Shower,1 double bed,+₹ 162 taxes and charges,3,1 night, 2 adults,"₹ 1,350",True,True,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Free parking, Free WiFi, 24-hour front desk"
Hotel Earth,"₹ 1,045",7.0,Good,"1,006","Mahipalpur, New Delhi",Deluxe Double Room,1 double bed,+₹ 125 taxes and charges,3,1 night, 2 adults,"₹ 1,045",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
Hotel Baba Deluxe -By RCG Hotels,"₹ 4,500",7.9,Good,824,"Paharganj, New Delhi",Superior King Room,1 double bed,+₹ 540 taxes and charges,3,1 night, 2 adults,"₹ 4,500",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Fabulous breakfast"
FabHotel The Chaitanyas,"₹ 3,823",5.7,Review score,31,"Rohini, New Delhi",Deluxe Room,1 large double bed,+₹ 459 taxes and charges,3,1 night, 2 adults,"₹ 3,823",False,True,2023-12-12,2023-12-13,"Room service, Free WiFi, 24-hour front desk, Air conditioning"
Hotel Sky Rich International - 05 Mins from Karol Bagh Metro Station,"₹ 3,239",7.5,Good,313,"Karol bagh, New Delhi",Deluxe Room,Multiple bed types,+₹ 389 taxes and charges,4,1 night, 2 adults,"₹ 5,399",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Tea/coffee maker in all rooms, Good breakfast"
Blu Lagoon Inn - Select Citywalk Mall,"₹ 2,200",8.3,Very good,77,"Malviya Nagar, New Delhi",Deluxe Double Room (2 Adults + 1 Child),1 double bed,+₹ 264 taxes and charges,3,1 night, 2 adults,"₹ 2,200",False,True,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Exceptional breakfast"
Hotel Airlift INN at Delhi Airport,"₹ 4,499",8.1,Very good,377,"Mahipalpur, New Delhi",Small Double Room,1 large double bed,+₹ 540 taxes and charges,3,1 night, 2 adults,"₹ 4,499",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Fabulous breakfast"
Caspia Hotel New Delhi,"₹ 4,320",5.5,Review score,130,New Delhi,Superior Queen Room,"2 beds (1 sofa bed, 1 large double)",+₹ 518 taxes and charges,3,1 night, 2 adults,"₹ 4,320",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Family rooms, Fitness centre, Free parking, Facilities for disabled guests, Tea/coffee maker in all rooms, Breakfast"
"Holiday Inn Express Gurugram Sector 50, an IHG Hotel","₹ 4,415",6.3,Review score,"1,663",Gurgaon,"Superior Queen Room with 15% discount on F&B, and Free Laundromat- Non-Smoking",1 double bed,+₹ 530 taxes and charges,4,1 night, 2 adults,"₹ 4,415",True,False,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Fitness centre, Free parking, Facilities for disabled guests, Free WiFi, Tea/coffee maker in all rooms, Good breakfast"
Itsy By Treebo - Connaught Mews,"₹ 8,887",6.4,Review score,96,"Connaught Place, New Delhi",Deluxe Double Room,1 extra-large double bed,"+₹ 1,600 taxes and charges",3,1 night, 2 adults,"₹ 13,264",True,True,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning, Breakfast"
Smyle Inn - 3 minutes walk From New Delhi Railway Station,"₹ 1,416",7.8,Good,938,"Paharganj, New Delhi",Standard Double or Twin Room,Beds: 1 double or 2 singles,+₹ 170 taxes and charges,3,1 night, 2 adults,"₹ 1,416",True,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Terrace, Laundry, Daily housekeeping, Good breakfast"
Aashianaa Gracious Living,"₹ 3,358",8.6,Fabulous,108,"South Delhi, New Delhi",Superior Double Room with Balcony,1 double bed,+₹ 403 taxes and charges,0,1 night, 2 adults,"₹ 3,358",False,True,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, Terrace, Laundry, Daily housekeeping, Air conditioning, Tea/coffee maker in all rooms"
OYO Hotel Crown Plaza,"₹ 1,527",NA,NA,NA,Bulandshahr,Classic Triple Room,1 large double bed,+₹ 215 taxes and charges,3,1 night, 2 adults,"₹ 2,350",False,True,2023-12-12,2023-12-13,Room service
Skylink Suites Bed & Breakfast,"₹ 2,899",7.2,Good,41,"South Delhi, New Delhi",Luxury Double Room,1 double bed,+₹ 348 taxes and charges,3,1 night, 2 adults,"₹ 2,899",True,True,2023-12-12,2023-12-13,"Airport shuttle (free), Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Terrace, Good breakfast"
"Staybook - Hotel City Stories - By Aira Xing, Paharganj, New Delhi","₹ 2,450",7.8,Good,311,"Paharganj, New Delhi",Family Studio,Entire studio • 1 bathroom • 30m²,+₹ 294 taxes and charges,4,1 night, 2 adults,"₹ 2,450",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Fitness centre, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Exceptional breakfast"
Hotel Tashkent Palace - New Delhi Railway Station - Paharganj,"₹ 1,150",7.1,Good,628,"Paharganj, New Delhi",Budget Double Room,1 double bed,+₹ 138 taxes and charges,3,1 night, 2 adults,"₹ 2,300",False,True,2023-12-12,2023-12-13,"Airport shuttle, Room service, Family rooms, Free WiFi, 24-hour front desk, Laundry, Air conditioning, Breakfast"
"Leaf 9, Cyber City","₹ 2,400",8.9,Fabulous,60,"DLF Cyber City, Gurgaon",Deluxe Double Room (2 Adults + 1 Child),1 double bed,+₹ 288 taxes and charges,3,1 night, 2 adults,"₹ 4,000",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Free parking, Free WiFi, 24-hour front desk, Breakfast"
The Resident Studio Serviced Apartment Near Artemis Hospital,"₹ 6,899",9.2,Superb,25,"Golf Course Road, Gurgaon",One-Bedroom Apartment,"2 beds (1 extra-large double, 1 sofa bed)",+₹ 828 taxes and charges,0,1 night, 2 adults,"₹ 9,999",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Breakfast"
Hotel Billions IGI Airport,"₹ 2,025",8.3,Very good,45,"South West, New Delhi",Deluxe Double Room,1 double bed,+₹ 243 taxes and charges,4,1 night, 2 adults,"₹ 2,025",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Family rooms, Fitness centre, Free parking, Facilities for disabled guests, 24-hour front desk, Tea/coffee maker in all rooms, Breakfast"
FabExpress Le Continental,"₹ 3,254",7.8,Good,199,"Paharganj, New Delhi",Deluxe Room,1 double bed,+₹ 390 taxes and charges,3,1 night, 2 adults,"₹ 3,254",False,True,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Family rooms, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Air conditioning"
"The Westin Gurgaon, New Delhi","₹ 21,000",7.8,Good,942,"City Center - Sector 29, Gurgaon",Deluxe King Room City View,1 extra-large double bed,"+₹ 3,780 taxes and charges",5,1 night, 2 adults,"₹ 21,000",False,True,2023-12-12,2023-12-13,"2 swimming pools, Airport shuttle, Non-smoking rooms, Room service, Spa and wellness centre, Restaurant, Fitness centre, Free parking, Bar, Very good breakfast"
Hotel Royal inn,"₹ 1,170",2.7,Review score,3,Badarpur,Deluxe Double Room (2 Adults + 1 Child),1 double bed,+₹ 140 taxes and charges,3,1 night, 2 adults,"₹ 1,170",False,True,2023-12-12,2023-12-13,"Room service, Family rooms, Free parking"
"Sarovar Portico Naraina, Hotel","₹ 7,200",6.6,Review score,77,"West Delhi, New Delhi",Superior Twin Bed Rooms- Two Single Bed,NA,+₹ 864 taxes and charges,3,1 night, 2 adults,"₹ 7,200",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Free parking, Facilities for disabled guests, Free WiFi, 24-hour front desk, Laundry, Daily housekeeping, Breakfast"
GURU KRIPA GARDEN,"₹ 1,440",6.7,Review score,34,Govardhan,Family Room,1 double bed,+₹ 173 taxes and charges,0,1 night, 2 adults,"₹ 1,440",False,False,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi"
FabHotel F9 Chhatarpur,"₹ 2,762",7.9,Good,8,"Chattarpur, New Delhi",Deluxe Room,1 double bed,+₹ 331 taxes and charges,3,1 night, 2 adults,"₹ 2,762",False,True,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Family rooms, Free WiFi, 24-hour front desk, Air conditioning, Breakfast"
Hotel Jagannath - Chittaranjan Park,"₹ 1,100",7.3,Good,17,"South Delhi, New Delhi",Deluxe Double Room (2 Adults + 1 Child),1 large double bed,+₹ 132 taxes and charges,3,1 night, 2 adults,"₹ 1,100",False,True,2023-12-12,2023-12-13,"Non-smoking rooms, Room service, Family rooms, Free parking, Free WiFi, 24-hour front desk, Terrace, Garden, Air conditioning"
Hotel Aura,"₹ 2,911",7.7,Good,826,"Paharganj, New Delhi",Standard Room,1 double bed,+₹ 349 taxes and charges,3,1 night, 2 adults,"₹ 2,911",False,True,2023-12-12,2023-12-13,"Airport shuttle (free), Non-smoking rooms, Room service, Restaurant, Family rooms, Free parking, Free WiFi, 24-hour front desk, Laundry, Very good breakfast"
Bloom Boutique l Signature Towers,"₹ 5,000",7.8,Good,400,"Sector 40 - 44, Gurgaon",Deluxe King Room,1 double bed,+₹ 600 taxes and charges,4,1 night, 2 adults,"₹ 5,000",False,True,2023-12-12,2023-12-13,"Airport shuttle, Non-smoking rooms, Room service, Restaurant, Fitness centre, Free WiFi, 24-hour front desk, Breakfast"
Indus Biznotel,"₹ 5,000",7.8,Good,95,"Greater Kailash 1, New Delhi",Executive Double or Twin Room,Beds: 1 double or 2 singles,+₹ 600 taxes and charges,4,1 night, 2 adults,"₹ 5,000",False,True,2023-12-12,2023-12-13,NA
Hotel city lite Near IGI Airport,₹ 658,7.3,Good,534,"South West, New Delhi",Deluxe Room,1 extra-large double bed,+₹ 158 taxes and charges,3,1 night, 2 adults,"₹ 1,645",True,True,2023-12-12,2023-12-13,NA
